1,2,3,4,5,6,7,8,9,10,11,12
RG,74,"Ifedi, Germain U/Sea",73,"Simmons, Lachavious 20/7",,,,,,,CHI
RT,69,"Coward, Rashaad CF17",78,"Spriggs, Jason U/GB",,,,,,,CHI
TE,80,"GRAHAM, JIMMY CC/GB",85,"Kmet, Cole 20/2",86,"Harris, Demetrius SF20",81,"Holtz, JP W/Was",,,CHI
QB,10,"Trubisky, Mitch 17/1",9,"FOLES, NICK T/Jax",,,,,,,CHI
RB,32,"Montgomery, David 19/3",46,"Pierce, Artavis CF20",,,,,,,CHI
FB,81,"Holtz, JP W/Was",35,"Nall, Ryan CF18",,,,,,,CHI
LWR,19,"Golladay, Kenny 17/3",87,"Cephus, Quintez 20/5",12,"SANU, MOHAMED SF20",,,,,DET
RWR,11,"JONES, MARVIN U/Cin",17,"Hall, Marvin SF19",,,,,,,DET
SWR,80,"AMENDOLA, DANNY CC/Mia",39,"Agnew, Jamal 17/5",,,,,,,DET
LT,68,"Decker, Taylor 16/1",67,"Nelson, Matt CF19",,,,,,,DET
LG,73,"Jackson, Jonah 20/3",66,"Dahl, Joe 16/5",76,"Aboushi, Oday U/Arz",,,,,DET
C,77,"Ragnow, Frank 18/1",,,,,,,,,DET
RG,61,"Stenberg, Logan 20/4",,,,,,,,,DET
RT,65,"Crosby, Tyrell 18/5",,,,,,,,,DET
TE,88,"Hockenson, TJ 19/1",83,"James, Jesse U/Pit",89,"Nauta, Isaac 19/7",,,,,DET
QB,9,"STAFFORD, MATTHEW 09/1",4,"DANIEL, CHASE U/Chi",10,"Blough, David T/Cle",,,,,DET
RB,32,"Swift, D'Andre 20/2",28,"PETERSON, ADRIAN SF20",33,"Johnson, Kerryon 18/2",39,"Agnew, Jamal 17/5",41,"Williams, Jonathan P/Was",DET
FB,45,"Cabinda, Jason SF19",,,,,,,,,DET
LWR,17,"Adams, Davante 14/2",86,"Taylor, Malik CF19",,,,,,,GB
RWR,13,"Lazard, Allen P/Jax",19,"St. Brown, Equanimeous 18/6",,,,,,,GB
WR,83,"Valdes-Scantling, Marquez 18/5",50,"Austin, Tavon SF20",,,,,,,GB
LT,69,"Bakhtiari, David 13/4",73,"Nijman, Yosuah CF19",,,,,,,GB
LG,74,"Jenkins, Elgton 19/2",76,"Runyan, Jon 20/6",,,,,,,GB
C,63,"LINSLEY, COREY 14/5",62,"Patrick, Lucas CF16",,,,,,,GB
RG,62,"Patrick, Lucas CF16",,,,,,,,,GB
RT,77,"Turner, Billy U/Den",71,"WAGNER, RICKY CC/Det",,,,,,,GB
TE,89,"LEWIS, MARCEDES SF18",87,"Sternberger, Jace 19/3",,,,,,,GB
TE,85,"Tonyan Jr., Robert SF17",,,,,,,,,GB
QB,12,"RODGERS, AARON 05/1",8,"Boyle, Tim CF18",10,"Love, Jordan 20/1",,,,,GB
RB,33,"Jones, Aaron 17/5",30,"Williams, Jamaal 17/4",32,"Ervin, Tyler W/Jax",,,,,GB
LWR,18,"Jefferson, Justin 20/1",81,"Johnson, Olabisi 19/7",85,"Chisena, Dan CF20",,,,,MIN
RWR,11,"Sharpe, Tajae U/Ten",12,"Beebe, Chad CF18",17,"Osborn, KJ 20/5",,,,,MIN
LT,71,"REIFF, RILEY U/Det",69,"Hill, Rashod P/Jax",,,,,,,MIN
LG,78,"Dozier, Dakota U/NYJ",,,,,,,,,MIN
C,56,"Bradbury, Garrett 19/1",61,"Jones, Brett T/NYG",,,,,,,MIN
RG,72,"Cleveland, Ezra 20/2",73,"Samia, Dru 19/4",,,,,,,MIN
RT,75,"O'Neill, Brian 18/2",74,"Udoh, Olisaemeka 19/6",,,,,,,MIN
TE,82,"RUDOLPH, KYLE 11/2",84,"Smith Jr., Irv 19/2",83,"Conklin, Tyler 18/5",,,,,MIN
QB,8,"COUSINS, KIRK U/Was",4,"Mannion, Sean U/LAR",,,,,,,MIN
RB,33,"Cook, Dalvin 17/2",25,"Mattison, Alexander 19/3",31,"Abdullah, Ameer W/Det",23,"Boone, Michael CF18",,,MIN
FB,30,"Ham, CJ CF16",,,,,,,,,MIN
LWR,13,"Cooks, Brandin T/LAR",82,"Coulter, Isaiah 20/5",,,,,,,HOU
RWR,16,"Coutee, Keke 18/4",,,,,,,,,HOU
LT,78,"Tunsil, Laremy T/Mia",63,"Johnson, Roderick W/Cle",,,,,,,HOU
LG,74,"Scharping, Max 19/2",64,"KELEMETE, SENIO U/NO",,,,,,,HOU
C,66,"Martin, Nick 16/2",00,"Froholdt, Hjalte W/NE",,,,,,,HOU
RG,73,"Fulton, Zach U/KC",76,"Qvale, Brent U/NYJ",,,,,,,HOU
RT,71,"Howard, Tytus 19/1",67,"Heck, Charlie 20/4",,,,,,,HOU
TE,87,"FELLS, DARREN CC/Cle",85,"Brown, Pharaoh SF20",88,"Akins, Jordan 18/3",81,"Warring, Kahale 19/3",,,HOU
QB,4,"Watson, Deshaun 17/1",2,"MCCARRON, AJ CC/Oak",00,"MCCOWN, JOSH P/Phi",,,,,HOU
RB,25,"Johnson, Duke T/Cle",24,"Prosise, CJ SF20",38,"Howell, Buddy W/Mia",40,"Phillips, Scottie CF20",,,HOU
FB,44,"Gillaspia, Cullen 19/7",,,,,,,,,HOU
LWR,13,"HILTON, TY 12/3",11,"Pittman Jr., Michael 20/2",12,"Harris, De'Michael CF20",,,,,IND
RWR,14,"Pascal, Zach W/Ten",85,"Patmon, Dezmon 20/6",16,"Dulin, Ashton CF19",,,,,IND
WR,83,"Johnson, Marcus T/Sea",,,,,,,,,IND
LT,74,"CASTONZO, ANTHONY 11/1",75,"Green, Chaz SF19",,,,,,,IND
LG,56,"Nelson, Quenton 18/1",,,,,,,,,IND
C,78,"Kelly, Ryan 16/1",,,,,,,,,IND
RG,64,"Glowinski, Mark W/Sea",63,"Pinter, Danny 20/5",,,,,,,IND
RT,72,"Smith, Braden 18/2",62,"Clark, Le'Raven 16/3",,,,,,,IND
TE,84,"DOYLE, JACK W/Ten",86,"Togiai, Noah W/Phi",,,,,,,IND
TE,81,"Alie-Cox, Mo SF 17",80,"Burton, Trey SF20",,,,,,,IND
QB,17,"RIVERS, PHILIP U/LAC",7,"Brissett, Jacoby T/NE",9,"Eason, Jacob 20/4",,,,,IND
RB,21,"Hines, Nyheim 18/4",20,"Wilkins, Jordan 18/5",,,,,,,IND
RWR,17,"Chark, DJ 18/2",84,"Cole, Keelan CF17",19,"Johnson, Collin 20/5",,,,,JAX
LWR,18,"Conley, Chris U/KC",10,"Shenault Jr., Laviska 20/2",,,,,,,JAX
LT,74,"Robinson, Cam 17/2",76,"Richardson, Will 18/4",,,,,,,JAX
LG,62,"McDermott, Kc CF18",,,,,,,,,JAX
C,65,"Linder, Brandon 14/3",69,"Shatley, Tyler CF14",,,,,,,JAX
RG,60,"Cann, AJ 15/3",78,"Bartch, Ben 20/4",,,,,,,JAX
RT,75,"Taylor, Jawaan 19/2",76,"Richardson, Will 18/4",,,,,,,JAX
TE,80,"O'Shaughnessy, James W/NE",88,"EIFERT, TYLER U/Cin",87,"Davis, Tyler 20/6",86,"Ellefson, Ben CF20",85,"Saubert, Eric SF20",JAX
QB,2,"GLENNON, MIKE U/LV",6,"Luton, Jake 20/6",15,"Minshew II, Gardner 19/6",,,,,JAX
RB,30,"Robinson, James CF20",33,"Ogunbowale, Dare SF20",22,"Ozigbo, Devine W/NO",31,"Cottrell, Nathan CF20",38,"Reynolds, Craig SF20",JAX
LWR,84,"Davis, Corey 17/1",15,"Westbrook, Nick CF20",,,,,,,TEN
RWR,11,"Brown, AJ 19/2",14,"Raymond, Kalif SF18",,,,,,,TEN
SWR,10,"Humphries, Adam U/TB",13,"Batson, Cameron CF18",,,,,,,TEN
LT,71,"KELLY, DENNIS T/Phi",,,,,,,,,TEN
LG,76,"SAFFOLD, RODGER U/LAR",,,,,,,,,TEN
C,60,"JONES, BEN U/Hou",62,"Brewer, Aaron CF20",,,,,,,TEN
RG,64,"Davis, Nate 19/3",75,"Douglas, Jamil SF18",72,"QUESSENBERRY, DAVID SF18",,,,,TEN
RT,79,"Wilson, Isaiah 20/1",,,,,,,,,TEN
TE,81,"Smith, Jonnu 17/3",85,"Pruitt, MyCole P/Hou",86,"Firkser, Anthony SF18",87,"Swaim, Geoff SF20",,,TEN
QB,17,"TANNEHILL, RYAN T/Mia",5,"Woodside, Logan SF18",,,,,,,TEN
RB,22,"Henry, Derrick 16/2",28,"McNichols, Jeremy SF20",41,"Blasingame, Khari P/Min",45,"Foreman, D'Onta SF20",20,"Perry, Senorise U/Buf",TEN
LWR,11,"JONES, JULIO 11/1",13,"Blake, Christian CF18",,,,,,,ATL
RWR,18,"Ridley, Calvin 18/1",80,"Treadwell, Laquon U/Min",,,,,,,ATL
WR,83,"Gage, Russell 18/6",15,"Powell, Brandon SF19",,,,,,,ATL
LT,70,"Matthews, Jake 14/1",73,"Gono, Matt CF18",,,,,,,ATL
LG,77,"CARPENTER, JAMES U/NYJ",61,"Hennessy, Matt 20/3",,,,,,,ATL
C,51,"MACK, ALEX U/Cle",65,"McCray, Justin SF20",,,,,,,ATL
RG,63,"Lindstrom, Chris 19/1",,,,,,,,,ATL
RT,73,"Gono, Matt CF18",75,"Wetzel, John SF19",76,"McGary, Kaleb 19/1",,,,,ATL
TE,81,"Hurst, Hayden T/Bal",88,"STOCKER, LUKE U/Ten",87,"Graham, Jaeden CF18",,,,,ATL
QB,2,"RYAN, MATT 08/1",8,"SCHAUB, MATT U/Bal",,,,,,,ATL
RB,21,"Gurley, Todd CC/LAR",23,"Hill, Brian 17/5",25,"Smith, Ito 18/4",30,"Ollison, Qadree 19/5",,,ATL
FB,40,"Smith, Keith SF19",,,,,,,,,ATL
LWR,12,"Moore, DJ 18/1",10,"Samuel, Curtis 17/2",16,"Zylstra, Brandon W/Min",,,,,CAR
RWR,11,"Anderson, Robby U/NYJ",14,"Cooper, Pharoh U/Arz",,,,,,,CAR
LT,76,"OKUNG, RUSSELL T/LAC",74,"Little, Greg 19/2",,,,,,,CAR
LG,64,"Reed, Chris W/Mia",65,"Daley, Dennis 19/6",,,,,,,CAR
C,61,"PARADIS, MATT U/Den",69,"Larsen, Tyler SF16",,,,,,,CAR
RG,67,"Miller, John SF20",75,"SCHOFIELD, MICHAEL U/LAC",,,,,,,CAR
RT,72,"Moton, Taylor 17/2",73,"Scott, Trent W/LAC",,,,,,,CAR
TE,80,"Thomas, Ian 18/4",82,"Manhertz, Chris W/NO",86,"Thompson, Colin SF20",,,,,CAR
QB,5,"Bridgewater, Teddy U/NO",6,"Walker, P.J. SF20",7,"Grier, Will 19/3",,,,,CAR
RB,22,"McCaffrey, Christian 17/1",28,"Davis, Mike W/Chi",36,"Cannon, Trenton W/NYJ",38,"Hartsfield, Myles CF20",35,"Smith, Rodney CF20",CAR
FB,40,"Armah, Alex 17/6",,,,,,,,,CAR
LWR,13,"Thomas, Michael 16/2",12,"Callaway, Marquez CF20",,,,,,,NO
RWR,17,"SANDERS, EMMANUEL U/SF",11,"Harris, Deonte CF19",,,,,,,NO
WR,10,"Smith, Tre'Quan 18/3",,,,,,,,,NO
LT,73,"Greenidge, Ethan CF19",,,,,,,,,NO
LG,75,"Peat, Andrus 15/1",,,,,,,,,NO
C,78,"McCoy, Erik 19/2",,,,,,,,,NO
RG,51,"Ruiz, Cesar 20/1",62,"Easton, Nick U/Min",74,"Hurst, James CC/Bal",,,,,NO
RT,71,"Ramczyk, Ryan 17/1",73,"Greenidge, Ethan CF19",,,,,,,NO
TE,87,"COOK, JARED U/Oak",89,"HILL, JOSH CF13",82,"Trautman, Adam 20/3",45,"Griffin, Garrett CF16",,,NO
QB,7,"HILL, TAYSOM W/GB",2,"Winston, Jameis U/TB",15,"Siemian, Trevor P/Ten",,,,,NO
RB,41,"Kamara, Alvin 17/3",28,"Murray, Latavius U/Min",88,"Montgomery, Ty U/NYJ",24,"Washington, Dwayne SF18",,,NO
FB,89,"HILL, JOSH CF13",32,"Burton, Mike U/Was",,,,,,,NO
LWR,81,"BROWN, ANTONIO SF20",18,"Johnson, Tyler 20/5",85,"Mickens, Jaydon SF19",,,,,TB
RWR,13,"Evans, Mike 14/1",17,"Watson, Justin 18/5",,,,,,,TB
SWR,14,"Godwin, Chris 17/3",10,"Miller, Scott 19/6",,,,,,,TB
LT,76,"Smith, Donovan 15/2",72,"Wells, Josh SF19",,,,,,,TB
LG,66,"Jensen, Ryan U/Bal",64,"Stinnie, Aaron W/Ten",74,"Marpet, Ali 15/2",,,,,TB
C,66,"Jensen, Ryan U/Bal",,,,,,,,,TB
RG,65,"Cappa, Alex 18/3",,,,,,,,,TB
RT,78,"Wirfs, Tristan 20/1",73,"Haeg, Joe U/Ind",,,,,,,TB
TE,84,"Brate, Cameron CF14",82,"Auclair, Antony CF17",,,,,,,TB
TE,87,"GRONKOWSKI, ROB T/NE",88,"Hudson, Tanner CF18",,,,,,,TB
QB,12,"BRADY, TOM U/NE",11,"GABBERT, BLAINE SF19",4,"GRIFFIN, RYAN W/NO",,,,,TB
RB,27,"Jones II, Ronald 18/2",25,"MCCOY, LESEAN U/KC",30,"Vaughn, Ke'Shawn 20/3",,,,,TB
RB,28,"Fournette, Leonard W/Jax",,,,,,,,,TB
LWR,81,"Patrick, Tim SF17",17,"Hamilton, DaeSean 18/4",16,"Cleveland, Tyrie 20/7",,,,,DEN
RWR,10,"Jeudy, Jerry 20/1",13,"Hamler, KJ 20/2",,,,,,,DEN
LT,72,"Bolles, Garett 17/1",76,"Anderson, Calvin P/NYJ",,,,,,,DEN
LG,66,"Risner, Dalton 19/2",71,"Schlottmann, Austin SF18",,,,,,,DEN
C,79,"Cushenberry III, Lloyd 20/3",,,,,,,,,DEN
RG,61,"Glasgow, Graham U/Det",52,"Muti, Netane 20/6",,,,,,,DEN
RT,78,"DOTSON, DEMAR SF20",68,"Wilkinson, Elijah CF17",,,,,,,DEN
TE,87,"Fant, Noah 19/1",88,"Vannett, Nick U/Pit",,,,,,,DEN
QB,3,"Lock, Drew 19/2",4,"Rypien, Brett CF19",,,,,,,DEN
RB,30,"Lindsay, Phillip CF18",,,,,,,,,DEN
RB,25,"Gordon, Melvin U/LAC",28,"Freeman, Royce 18/3",,,,,,,DEN
FB,35,"Cox, Jeremy SF19",,,,,,,,,DEN
LWR,10,"Hill, Tyreek 16/5",19,"Kemp, Marcus CF17",,,,,,,KC
RWR,14,"Watkins, Sammy U/LAR",,,,,,,,,KC
WR,11,"Robinson, Demarcus 16/4",17,"Hardman, Mecole 19/2",,,,,,,KC
LT,72,"Fisher, Eric 13/1",,,,,,,,,KC
LG,73,"Allegretti, Nick 19/7",79,"Durant, Yasir CF20",,,,,,,KC
C,67,"KILGORE, DANIEL SF20",62,"Reiter, Austin W/Cle",73,"Allegretti, Nick 19/7",,,,,KC
RG,77,"Wylie, Andrew SF17",75,"REMMERS, MIKE U/NYG",,,,,,,KC
RT,75,"REMMERS, MIKE U/NYG",74,"Rankin, Martinas T/Hou",,,,,,,KC
TE,87,"KELCE, TRAVIS 13/3",48,"Keizer, Nick SF19",83,"Seals-Jones, Ricky R/Cle",82,"Yelder, Deon CF18",,,KC
QB,15,"Mahomes II, Patrick 17/1",4,"HENNE, CHAD U/Jax",,,,,,,KC
RB,25,"Edwards-Helaire, Clyde 20/1",26,"Bell, Le'Veon SF20",31,"Williams, Darrel CF18",34,"Thompson, Darwin 19/6",,,KC
FB,42,"SHERMAN, ANTHONY T/Arz",,,,,,,,,KC
LWR,11,"Ruggs III, Henry 20/1",12,"Jones, Zay T/Buf",,,,,,,LV
RWR,89,"Edwards, Bryan 20/3",,,,,,,,,LV
SWR,13,"Renfrow, Hunter 19/5",15,"Agholor, Nelson U/Phi",,,,,,,LV
LT,74,"Miller, Kolton 18/1",75,"Parker, Brandon 18/3",,,,,,,LV
LG,71,"Good, Denzelle W/Ind",76,"Simpson, John 20/4",,,,,,,LV
C,61,"HUDSON, RODNEY U/KC",68,"James, Andre CF19",,,,,,,LV
RG,66,"Jackson, Gabe 14/3",78,"OMAMEH, PATRICK SF20",,,,,,,LV
RT,70,"YOUNG, SAM SF20",72,"Jones-Smith, Jaryd SF20",,,,,,,LV
TE,83,"Waller, Darren P/Bal",82,"WITTEN, JASON U/Dal",87,"Moreau, Foster 19/4",85,"CARRIER, DEREK U/LAR",,,LV
QB,4,"Carr, Derek 14/2",8,"Mariota, Marcus U/Ten",3,"Peterman, Nathan SF18",,,,,LV
RB,28,"Jacobs, Josh 19/1",30,"Richard, Jalen CF16",23,"Booker, Devontae U/Den",,,,,LV
FB,82,"WITTEN, JASON U/Dal",45,"Ingold, Alec CF19",,,,,,,LV
LWR,13,"Allen, Keenan 13/3",15,"Guyton, Jalen CF19",84,"Hill, KJ 20/7",,,,,LAC
RWR,81,"Williams, Mike 17/1",12,"Reed, Joe 20/5",83,"Johnson, Tyron SF19",,,,,LAC
LT,69,"Tevi, Sam 17/6",79,"Pipkins, Trey 19/3",64,"Toner, Cole SF17",,,,,LAC
LG,76,"Lamp, Forrest 17/2",61,"Quessenberry, Scott 18/5",,,,,,,LAC
C,66,"Feeney, Dan 17/3",61,"Quessenberry, Scott 18/5",,,,,,,LAC
RG,70,"Turner, Trai T/Car",73,"St. Louis, Tyree CF19",61,"Quessenberry, Scott 18/5",,,,,LAC
RT,75,"BULAGA, BRYAN U/GB",74,"Norton, Storm SF20",73,"St. Louis, Tyree CF19",,,,,LAC
TE,86,"Henry, Hunter 16/2",82,"Anderson, Stephen SF19",89,"Parham, Donald SF20",,,,,LAC
QB,10,"Herbert, Justin 20/1",5,"TAYLOR, TYROD U/Cle",2,"Stick, Easton 19/5",,,,,LAC
RB,30,"Ekeler, Austin CF17",27,"Kelley, Joshua 20/4",31,"Ballage, Kalen SF20",35,"Pope, Troymaine SF18",,,LAC
FB,40,"Nabers, Gabe CF20",,,,,,,,,LAC
LWR,13,"Kirk, Christian 18/2",17,"Isabella, Andy 19/2",,,,,,,ARZ
RWR,10,"Hopkins, DeAndre T/Hou",,,,,,,,,ARZ
SWR,19,"Johnson, KeeSean 19/6",,,,,,,,,ARZ
LT,74,"Humphries, DJ 15/1",66,"Miles, Joshua 19/7",79,"Jones, Josh 20/3",,,,,ARZ
LG,67,"PUGH, JUSTIN U/NYG",73,"Garcia, Max U/Den",,,,,,,ARZ
C,52,"Cole, Mason 18/3",53,"Gaillard, Lamont 19/6",,,,,,,ARZ
RG,71,"Murray, Justin W/Oak",64,"SWEEZY, JR U/Sea",,,,,,,ARZ
RT,68,"BEACHUM, KELVIN U/NYJ",71,"Murray, Justin W/Oak",,,,,,,ARZ
TE,85,"Arnold, Dan W/NO",87,"Williams, Maxx U/Bal",,,,,,,ARZ
QB,1,"Murray, Kyler 19/1",15,"Streveler, Chris SF20",7,"Hundley, Brett U/Sea",,,,,ARZ
RB,41,"Drake, Kenyan T/Mia",29,"Edmonds, Chase 18/4",38,"Ward, Jonathan CF20",26,"Benjamin, Eno 20/7",,,ARZ
LWR,13,"James, Richie 18/7",14,"Cracraft, River SF20",,,,,,,SF
RWR,19,"Samuel, Deebo 19/2",84,"Bourne, Kendrick CF17",15,"Taylor, Trent 17/5",,,,,SF
LT,71,"WILLIAMS, TRENT T/Was",67,"Skule, Justin 19/6",,,,,,,SF
LG,75,"Tomlinson, Laken T/Det",68,"McKivitz, Colton 20/5",,,,,,,SF
C,50,"Grasu, Hroniss SF20",,,,,,,,,SF
RG,60,"Brunskill, Daniel SF19",66,"COMPTON, TOM U/NYJ",,,,,,,SF
RT,69,"McGlinchey, Mike 18/1",68,"McKivitz, Colton 20/5",,,,,,,SF
TE,89,"Woerner, Charlie 20/6",,,,,,,,,SF
TE,81,"REED, JORDAN SF20",82,"Dwelley, Ross CF18",,,,,,,SF
QB,4,"Mullens, Nick CF17",3,"Beathard, CJ 17/3",,,,,,,SF
RB,31,"Mostert, Raheem SF16",26,"Coleman, Tevin U/Atl",28,"McKinnon, Jerick U/Min",30,"Wilson, Jeffery CF18",48,"Walter, Austin CF19",SF
FB,44,"Juszczyk, Kyle U/Bal",,,,,,,,,SF
LWR,14,"Metcalf, DK 19/2",19,"Hart, Penny SF19",,,,,,,SEA
RWR,16,"Lockett, Tyler 15/3",18,"Swain, Freddie 20/6",,,,,,,SEA
WR,18,"Swain, Freddie 20/6",83,"Moore, David 17/7",,,,,,,SEA
LT,76,"BROWN, DUANE T/Hou",74,"Ogbuehi, Cedric U/Jax",,,,,,,SEA
LG,66,"Simmons, Jordan W/Oak",70,"IUPATI, MIKE U/Arz",,,,,,,SEA
C,77,"Pocic, Ethan 17/2",61,"Fuller, Kyle SF19",,,,,,,SEA
RG,68,"Lewis, Damien 20/3",60,"Haynes, Phil 19/4",73,"Jones, Jamarco 18/5",,,,,SEA
RT,72,"Shell, Brandon U/NYJ",74,"Ogbuehi, Cedric U/Jax",,,,,,,SEA
TE,89,"Dissly, Will 18/4",86,"Hollister, Jacob T/NE",84,"Parkinson, Colby 20/4",,,,,SEA
QB,3,"WILSON, RUSSELL 12/3",7,"SMITH, GENO U/LAC",,,,,,,SEA
RB,31,"Dallas, DeeJay 20/4",30,"HYDE, CARLOS U/Hou",25,"Homer, Travis 19/6",32,"Carson, Chris 17/7",,,SEA
FB,44,"BELLORE, NICK U/Det",,,,,,,,,SEA
LWR,17,"Woods, Robert U/Buf",14,"Webster, Nsimba CF19",,,,,,,LAR
RWR,11,"Reynolds, Josh 17/4",12,"Jefferson, Van 20/2",,,,,,,LAR
SWR,10,"Kupp, Cooper 17/3",83,"Jackson, Trishton CF20",,,,,,,LAR
LT,70,"Noteboom, Joseph 18/3",72,"Anchrum, Tremayne 20/7",,,,,,,LAR
LG,73,"Edwards, David 19/5",65,"Shelton, Coleman P/Arz",,,,,,,LAR
C,66,"Blythe, Austin W/Ind",55,"Allen, Brian 18/4",,,,,,,LAR
RG,63,"Corbett, Austin T/Cle",,,,,,,,,LAR
RT,79,"Havenstein, Rob 15/2",71,"Evans, Bobby 19/3",,,,,,,LAR
TE,89,"Higbee, Tyler 16/4",81,"Everett, Gerald 17/2",82,"Mundt, Johnny CF17",88,"Hopkins, Brycen 20/4",,,LAR
QB,16,"Goff, Jared 16/1",9,"Wolford, John SF19",,,,,,,LAR
RB,27,"Henderson, Darrell 19/3",34,"Brown, Malcolm CF15",23,"Akers, Cam 20/2",35,"Jones, Xavier CF20",30,"Calais, Raymond P/TB",LAR
LWR,15,"BROWN, JOHN U/Bal",18,"ROBERTS, ANDRE U/NYJ",,,,,,,BUF
RWR,14,"Diggs, Stefon T/Min",13,"Davis, Gabriel 20/4",,,,,,,BUF
SWR,11,"BEASLEY, COLE U/Dal",19,"McKenzie, Isaiah W/Den",,,,,,,BUF
LT,73,"Dawkins, Dion 17/2",77,"NSEKHE, TY U/Was",71,"Bates, Ryan T/Phi",,,,,BUF
LG,70,"Ford, Cody 19/2",76,"Feliciano, Jon U/LV",,,,,,,BUF
C,60,"Morse, Mitch U/KC",71,"Bates, Ryan T/Phi",,,,,,,BUF
RG,66,"Winters, Brian SF20",65,"Boettger, Ike W/KC",,,,,,,BUF
RT,75,"Williams, Daryl U/Car",77,"NSEKHE, TY U/Was",,,,,,,BUF
TE,81,"Kroft, Tyler U/Cin",85,"SMITH, LEE SF19",86,"Gilliam, Reggie CF20",,,,,BUF
QB,17,"Allen, Josh 18/1",5,"BARKLEY, MATT SF18",10,"Fromm, Jake 20/5",,,,,BUF
RB,26,"Singletary, Devin 19/3",20,"Moss, Zack 20/3",22,"Yeldon, TJ U/Jax",25,"JONES, TAIWAN U/Hou",,,BUF
FB,86,"Gilliam, Reggie CF20",,,,,,,,,BUF
LWR,11,"Parker, DeVante 15/1",84,"Ford, Isaiah 17/7",86,"Hollins, Mack W/Phi",,,,,MIA
RWR,18,"Williams, Preston CF19",19,"Grant, Jakeem 16/6",10,"Perry, Malcolm 20/7",15,"Bowden Jr., Lynn T/LV",,,MIA
LT,77,"Davis, Jesse SF16",70,"Davenport, Julie'n T/Hou",,,,,,,MIA
LG,75,"Flowers, Ereck U/Was",,,,,,,,,MIA
C,67,"Karras, Ted U/NE",63,"Deiter, Michael 19/3",,,,,,,MIA
RG,66,"Kindley, Solomon 20/4",78,"Pankey, Adam W/GB",,,,,,,MIA
RT,68,"Hunt, Robert 20/2",,,,,,,,,MIA
TE,81,"Smythe, Durham 18/4",88,"Gesicki, Mike 18/2",80,"Shaheen, Adam T/CHI",,,,,MIA
QB,1,"Tagovailoa, Tua 20/1",14,"FITZPATRICK, RYAN U/TB",,,,,,,MIA
RB,37,"Gaskin, Myles 19/7",22,"Breida, Matt T/SF",34,"Howard, Jordan U/Phi",32,"Laird, Patrick CF19",26,"Ahmed, Salvon W/SF",MIA
FB,27,"Cox, Chandler 19/7",,,,,,,,,MIA
LWR,15,"Harry, N'Keal 19/1",16,"Meyers, Jakobi CF19",18,"SLATER, MATTHEW 08/5",,,,,NE
RWR,10,"Byrd, Damiere U/Arz",80,"Olszewski, Gunner CF19",19,"Zuber, Isaiah CF20",,,,,NE
LT,76,"Wynn, Isaiah 18/1",,,,,,,,,NE
LG,62,"Thuney, Joe 16/3",64,"Froholdt, Hjalte 19/4",,,,,,,NE
C,60,"Andrews, David CF15",66,"FERENTZ, JAMES SF17",,,,,,,NE
RG,69,"Mason, Shaquille 15/4",64,"Froholdt, Hjalte 19/4",,,,,,,NE
RT,71,"Onwenu, Michael 20/6",74,"Cunningham, Korey T/Arz",,,,,,,NE
TE,85,"Izzo, Ryan 18/7",86,"Asiasi, Devin 20/3",44,"Keene, Dalton 20/3",,,,,NE
QB,1,"NEWTON, CAM CC/Car",4,"Stidham, Jarrett 19/4",2,"HOYER, BRIAN CC/Ind",,,,,NE
RB,37,"Harris, Damien 19/3",34,"BURKHEAD, REX U/Cin",,,,,,,NE
RB,28,"White, James 14/4",47,"Johnson, Jakob SF19",42,"Taylor, JJ CF20",,,,,NE
LWR,19,"Perriman, Breshad U/TB",17,"Smith, Vyncint CF18",1,"Scott, Jaleel SF20",,,,,NYJ
RWR,11,"Mims, Denzel 20/2",16,"Smith, Jeff CF19",,,,,,,NYJ
SWR,82,"Crowder, Jamison U/Was",10,"Berrios, Braxton W/NE",,,,,,,NYJ
LT,77,"Becton, Mekhi 20/1",75,"Edoga, Chuma 19/3",,,,,,,NYJ
LG,71,"Lewis, Alex T/Bal",72,"Clark, Cameron 20/4",,,,,,,NYJ
C,60,"McGovern, Connor U/Den",68,"Andrews, Josh U/Ind",61,"Murray, James SF19",,,,,NYJ
RG,62,"VAN ROTEN, GREG U/Car",69,"McDermott, Conor W/Buf",,,,,,,NYJ
RT,76,"Fant, George U/Sea",75,"Edoga, Chuma 19/3",,,,,,,NYJ
TE,89,"Herndon, Christopher 18/4",84,"GRIFFIN, RYAN SF19",85,"Wesco, Trevon 19/4",87,"Brown, Daniel U/Chi",,,NYJ
QB,14,"Darnold, Sam 18/1",5,"FLACCO, JOE CC/Den",4,"Morgan, James 20/4",,,,,NYJ
RB,21,"GORE, FRANK U/Buf",22,"Perine, Lamical 20/4",25,"Johnson, Ty W/Det",,,,,NYJ
FB,85,"Wesco, Trevon 19/4",,,,,,,,,NYJ
LWR,19,"Cooper, Amari T/Oak",85,"Brown, Noah 17/7",,,,,,,DAL
RWR,13,"Gallup, Michael 18/3",11,"Wilson, Cedrick 18/6",,,,,,,DAL
WR,88,"Lamb, CeeDee 20/1",17,"Turner, Malik W/GB",,,,,,,DAL
LT,75,"Erving, Cameron U/KC",64,"Senat, Greg P/Cle",,,,,,,DAL
LG,52,"Williams, Connor 18/2",66,"McGovern, Connor 19/3",,,,,,,DAL
C,63,"Biadasz, Tyler 20/4",73,"LOONEY, JOE U/Ten",,,,,,,DAL
